8718; 97371;
8931; 100049;
9553; 108008;
8362; 93020;
5671; 60005;
3914; 39215;
3711; 36977;
4097; 41280;
4184; 42322;
9255; 104098;
2387; 22283;
6990; 76045;
3438; 33843;
8015; 88344;
9401; 106124;
5786; 61397;
3455; 34093;
2046; 18584;
9919; 112882;
6274; 67205;
9582; 108313;
5826; 61779;
3726; 37122;
8451; 93940;
9472; 106979;
710; 5368;
2272; 21005;
2210; 20301;
6252; 67039;
7733; 84971;
6281; 67426;
7040; 76512;
2540; 23912;
6476; 69651;
5263; 55069;
3768; 37565;
8272; 91607;
6633; 71655;
6064; 64744;
8132; 89879;
6698; 72397;
350; 2279;
6081; 64852;
499; 3544;
3270; 31939;
7635; 83778;
7701; 84662;
5922; 62898;
622; 4610;
714; 5500;
8881; 99500;
8208; 90790;
3096; 30074;
4333; 43990;
502; 3572;
2992; 28932;
5305; 55616;
1201; 9996;
8890; 99419;
5060; 52588;
1742; 15443;
1600; 13997;
7845; 86407;
6451; 69315;
3074; 29745;
5346; 56057;
4549; 46618;
6962; 75655;
2852; 27354;
5733; 60706;
7513; 82303;
6822; 73926;
5981; 63681;
1886; 16937;
9576; 108446;
9331; 105073;
9744; 110438;
3326; 32609;
5281; 55282;
1937; 17413;
3008; 29127;
6349; 68182;
1687; 14875;
5637; 59527;
8851; 99076;
8072; 89190;
4044; 40658;
8206; 90763;
6074; 64782;
2370; 22070;
8462; 93966;
7170; 78169;
7742; 85230;
1104; 9071;
6490; 69805;
5197; 54382;
2504; 23532;
9630; 109066;
7425; 81405;
7923; 87330;
